name_gene_X chr_X start_X stop_X strand_X name_gene_Y chr_Y start_Y stop_Y strand_Y name_gene_conica chr_conica start_conica stop_conica strand_conica name_gene_vulgaris chr_vulgaris start_vulgaris stop_vulgaris strand_vulgaris gene_number synteny_Y synteny_con synteny_vulg strata
_chr12_001531.1 chrX 281928757 281936471 + _scaffold_12_000207.1 chrY 276518674 276531826 + Sconica_v3_04973-RA Chr01 94183849 94190004 - Silene_vulgaris_scaffold_6_000773.1 scaffold_6 22022686 22032497 + 334 2 7 9 S2
_chr12_003691.1 chrX 282129418 282140491 - _scaffold_1_003208.1 chrY 32678914 32689435 - Sconica_v3_05027-RA Chr01 94797705 94813725 + FUN_033398-T1 scaffold_6 19120909 19129506 + 335 1 2 2 S2
_chr12_001547.1 chrX 286113316 286123594 + _scaffold_1_003341.1 chrY 10482473 10490891 - Sconica_v3_05041-RA Chr01 95004776 95016562 + FUN_033354-T1 scaffold_6 18537617 18544415 - 336 1 2 2 S2
_chr12_001556.1 chrX 287839504 287846039 + _scaffold_1_001029.1 chrY 39473832 39480653 + Sconica_v3_28240-RA Chr05 64994497 64999598 + FUN_069164-T1 scaffold_16 18251050 18256994 + 337 3 3 25 S2
_chr12_003658.1 chrX 287848674 287850892 - _scaffold_1_003163.1 chrY 39571247 39575019 - Sconica_v3_28241-RA Chr05 65000089 65003021 - FUN_069166-T1 scaffold_16 18267758 18270293 - 338 3 3 25 DF
_chr12_003649.1 chrX 289522009 289526066 - _scaffold_1_003158.1 chrY 41893492 41897567 - Sconica_v3_28258-RA Chr05 65411149 65413738 - Silene_vulgaris_scaffold_16_002896.1 scaffold_16 18627067 18630338 - 339 3 3 25 DF
_chr12_003632.1 chrX 290771552 290777062 - _scaffold_1_001023.1 chrY 38804458 38817649 + FUN_027200-T1 scaffold_5 23504089 23504951 - FUN_069228-T1 scaffold_16 19319978 19327776 - 340 1 1 25 DF
_chr12_001575.1 chrX 291403900 291412487 + _scaffold_1_000929.1 chrY 20871542 20881193 + Sconica_v3_28309-RA Chr05 66482793 66490020 + Silene_vulgaris_scaffold_16_000603.1 scaffold_16 19489612 19496490 + 341 2 9 25 DF
_chr12_003626.1 chrX 291413604 291419723 - _scaffold_1_003259.1 chrY 20897223 20901247 - Sconica_v3_28310-RA Chr05 66490944 66498308 - Silene_vulgaris_scaffold_16_002881.1 scaffold_16 19497880 19505649 - 342 2 9 25 DF
_chr12_001581.1 chrX 292520387 292527090 + _scaffold_1_000909.1 chrY 18096690 18101801 + Chr05-anno1.g11012.t1 Chr05 66674107 66680241 + Silene_vulgaris_scaffold_16_000606.1 scaffold_16 19564206 19570563 + 343 2 9 25 DF
_chr12_003621.1 chrX 292538622 292544128 - _scaffold_1_003275.1 chrY 18292323 18300876 - Chr05-anno1.g11016.t1 Chr05 66691227 66696645 - Silene_vulgaris_scaffold_16_002879.1 scaffold_16 19576399 19581963 - 344 2 9 25 DF
_chr12_001583.1 chrX 292686535 292688323 + _scaffold_1_003260.1 chrY 20095147 20096591 - Sconica_v3_28331-RA Chr05 66752245 66754077 + Silene_vulgaris_scaffold_16_000608.1 scaffold_16 19598547 19600327 + 345 2 9 25 DF
_chr12_003618.1 chrX 292688329 292694058 - _scaffold_1_000925.1 chrY 20088444 20094952 + Sconica_v3_28332-RA Chr05 66754388 66760964 - Silene_vulgaris_scaffold_16_002876.1 scaffold_16 19600366 19606100 - 346 2 9 25 DF
_chr12_003616.1 chrX 292951387 292957536 - _scaffold_1_000930.1 chrY 20996818 21004365 + Chr05-anno1.g11032.t1 Chr05 66900632 66905235 - Silene_vulgaris_scaffold_16_002874.1 scaffold_16 19915521 19919855 - 347 1 9 25 DF
_chr12_001587.1 chrX 294305539 294314130 + _scaffold_1_000170.1 chrY 391331951 391345213 - Chr05-anno1.g11060.t1 Chr05 67342355 67347843 + Silene_vulgaris_scaffold_16_000636.1 scaffold_16 21871705 21877202 + 348 1 9 25 DF
_chr12_001588.1 chrX 294824466 294829550 + _scaffold_1_003921.1 chrY 382099916 382114967 + Chr05-anno1.g11064.t1 Chr05 67374767 67378847 + Silene_vulgaris_scaffold_16_000641.1 scaffold_16 22428549 22433670 + 349 1 9 25 DF
_chr12_001599.1 chrX 296852679 296862531 + _scaffold_13_000278.1 chrY 210378510 210388470 - NA 0 0 0 0 Silene_vulgaris_scaffold_16_000642.1 scaffold_16 22738145 22749062 + 350 1 1 25 DF
_chr12_001604.1 chrX 297233582 297235964 + _scaffold_1_003883.1 chrY 375505121 375507291 + Chr05-anno1.g11121.t1 Chr05 68472022 68473881 + Silene_vulgaris_scaffold_16_000645.1 scaffold_16 22758907 22761298 + 351 2 11 25 DF
_chr12_003603.1 chrX 298115220 298118427 - _scaffold_1_000261.1 chrY 376556216 376563269 - Chr05-anno1.g11130.t1 Chr05 68534589 68537364 - Silene_vulgaris_scaffold_16_002849.1 scaffold_16 22938205 22941497 - 352 2 11 25 DF
_chr12_001612.1 chrX 298582459 298587442 + _scaffold_13_000247.1 chrY 215052647 215057266 - Chr05-anno1.g11138.t1 Chr05 68778764 68782894 + Silene_vulgaris_scaffold_16_000656.1 scaffold_16 23344689 23349480 + 353 1 11 25 DF
_chr12_003595.1 chrX 299077409 299083419 - _scaffold_1_000343.1 chrY 361103959 361110278 - Sconica_v3_28454-RA Chr05 68921887 68927986 - Silene_vulgaris_scaffold_16_002843.1 scaffold_16 23449801 23456080 - 354 3 11 25 DF
_chr12_001614.1 chrX 299435049 299438616 + _scaffold_1_003834.1 chrY 361454807 361458416 + Chr05-anno2.g72210.t1 Chr05 68968007 68969998 + Silene_vulgaris_scaffold_16_000660.1 scaffold_16 23676719 23680410 + 355 3 11 25 DF
_chr12_003594.1 chrX 299441550 299449398 - _scaffold_1_000341.1 chrY 361512596 361521676 - Sconica_v3_28461-RA Chr05 68997872 69005667 - Silene_vulgaris_scaffold_16_002842.1 scaffold_16 23682829 23691244 - 356 3 11 25 DF
_chr12_003592.1 chrX 299917495 299922735 - _scaffold_13_000265.1 chrY 211922063 211926462 - Chr05-anno2.g72223.t2 Chr05 69054470 69058753 - Silene_vulgaris_scaffold_16_002840.1 scaffold_16 23821656 23826726 - 357 2 11 25 DF
_chr12_003591.1 chrX 300101781 300109674 - _scaffold_13_000264.1 chrY 212085583 212092688 - Sconica_v3_28470-RA Chr05 69066605 69079947 - Silene_vulgaris_scaffold_16_002839.1 scaffold_16 23827567 23840607 - 358 2 11 25 DF
_chr12_003584.1 chrX 301513816 301520494 - _scaffold_1_001995.1 chrY 171753546 171767225 + Sconica_v3_28514-RA Chr05 69539771 69543872 - Silene_vulgaris_scaffold_16_002830.1 scaffold_16 24418192 24424014 - 359 1 11 25 DF
_chr12_001624.1 chrX 301746861 301760364 + _scaffold_1_002142.1 chrY 172963239 172988457 - Chr05-anno1.g11201.t1 Chr05 69610143 69620060 + FUN_069549-T1 scaffold_16 25095487 25107775 + 360 3 11 25 DF
_chr12_001625.1 chrX 301786835 301793526 + _scaffold_1_002012.1 chrY 173205223 173217809 + Sconica_v3_28518-RA Chr05 69635224 69641068 + Silene_vulgaris_scaffold_16_000682.1 scaffold_16 25109786 25115841 + 361 3 11 25 DF
_chr12_003581.1 chrX 301891575 301896523 - _scaffold_1_002140.1 chrY 173367949 173374043 - NA 0 0 0 0 Silene_vulgaris_scaffold_12_002568.1 scaffold_12 29234031 29240098 - 362 3 1 1 DF
_chr12_001634.1 chrX 302318759 302336173 + _scaffold_1_002958.1 chrY 431227477 431239924 - Sconica_v3_28536-RA Chr05 69887661 69911948 + Silene_vulgaris_scaffold_16_000685.1 scaffold_16 25223399 25242314 + 363 1 13 14 DF
_chr12_001637.1 chrX 302405224 302412626 + _scaffold_1_001890.1 chrY 156516341 156520934 + Sconica_v3_28538-RA Chr05 69992136 69999222 + Silene_vulgaris_scaffold_16_000687.1 scaffold_16 25273302 25283256 + 364 1 13 14 DF
_chr12_001639.1 chrX 302904118 302907441 + _scaffold_1_003350.1 chrY 9711111 9716251 - Chr05-anno1.g11234.t1 Chr05 70163942 70166100 + Silene_vulgaris_scaffold_16_000693.1 scaffold_16 25534543 25538245 + 365 1 13 14 DF
_chr12_003573.1 chrX 302972897 302976839 - _scaffold_1_002348.1 chrY 136990187 136994769 - Chr05-anno1.g11235.t1 Chr05 70193405 70196509 - Silene_vulgaris_scaffold_16_002806.1 scaffold_16 25621396 25625280 - 366 2 13 14 DF
_chr12_003561.1 chrX 304175377 304181460 - _scaffold_1_002347.1 chrY 137061817 137067722 - Sconica_v3_28568-RA Chr05 70705365 70714997 - FUN_069609-T1 scaffold_16 25779541 25785353 - 367 2 13 14 DF
_chr12_003557.1 chrX 304658947 304664403 - _scaffold_1_001045.1 chrY 42874067 42881160 + Chr05-anno1.g11267.t2 Chr05 70787189 70800533 - Silene_vulgaris_scaffold_16_002796.1 scaffold_16 26015089 26021181 - 368 3 13 14 DF
_chr12_003553.1 chrX 305562118 305567355 - _scaffold_1_003150.1 chrY 43578281 43583639 - Chr05-anno1.g11287.t1 Chr05 71121048 71125781 - Silene_vulgaris_scaffold_16_002788.1 scaffold_16 26286893 26291960 - 369 3 13 14 DF
_chr12_003552.1 chrX 305588666 305597828 - _scaffold_1_003149.1 chrY 43584666 43594610 - Sconica_v3_28599-RA Chr05 71141442 71157309 - Silene_vulgaris_scaffold_16_002787.1 scaffold_16 26325277 26334121 - 370 3 13 14 DF
_chr12_001648.1 chrX 306394380 306404769 + _scaffold_1_001751.1 chrY 135267008 135271449 + Sconica_v3_28604-RA Chr05 71446000 71451082 + Silene_vulgaris_scaffold_16_000707.1 scaffold_16 26701007 26705848 + 371 1 13 14 DF
_chr12_001651.1 chrX 306544001 306548446 + _scaffold_1_000882.1 chrY 15882716 15887011 + Chr05-anno2.g72411.t1 Chr05 71500892 71503779 + Silene_vulgaris_scaffold_16_000709.1 scaffold_16 26871325 26876003 + 372 5 13 14 DF
_chr12_003545.1 chrX 307267441 307271775 - _scaffold_1_003294.1 chrY 16540815 16544454 - Sconica_v3_28647-RA Chr05 72121697 72125560 - Silene_vulgaris_scaffold_16_002773.1 scaffold_16 27337635 27341449 - 373 5 13 14 DF
_chr12_003541.1 chrX 307461435 307465563 - _scaffold_1_003286.1 chrY 17372474 17376510 - Sconica_v3_28657-RA Chr05 72243602 72245159 - Silene_vulgaris_scaffold_16_002767.1 scaffold_16 27444988 27449908 - 374 5 13 14 DF
_chr12_001666.1 chrX 307474239 307480683 + _scaffold_1_000898.1 chrY 17497254 17506943 + Sconica_v3_28658-RA Chr05 72281489 72287390 + Silene_vulgaris_scaffold_16_000727.1 scaffold_16 27587634 27593935 + 375 5 13 14 DF
_chr12_003537.1 chrX 307702063 307704387 - _scaffold_1_003282.1 chrY 17756289 17757456 - NA 0 0 0 0 Silene_vulgaris_scaffold_16_002758.1 scaffold_16 27659176 27661261 - 376 5 1 14 DF
_chr12_003521.1 chrX 308097344 308099719 - _scaffold_1_001753.1 chrY 135334263 135336482 + NA 0 0 0 0 Silene_vulgaris_scaffold_15_002836.1 scaffold_15 78810895 78813976 - 377 1 1 1 DF
_chr12_003517.1 chrX 308296422 308300430 - _scaffold_12_000239.1 chrY 280472441 280476578 + Sconica_v3_28697-RA Chr05 72761363 72765185 + Silene_vulgaris_scaffold_16_002745.1 scaffold_16 28356256 28360004 - 378 1 4 3 DF
_chr12_003516.1 chrX 308912377 308919639 - _scaffold_13_000288.1 chrY 206616670 206623501 - Sconica_v3_28694-RA Chr05 72677669 72683255 - Silene_vulgaris_scaffold_16_002733.1 scaffold_16 29197534 29204402 - 379 1 4 3 DF
_chr12_003512.1 chrX 309320796 309328380 - _scaffold_12_000282.1 chrY 281441118 281449662 - Chr05-anno1.g11369.t1 Chr05 72523852 72531761 + Silene_vulgaris_scaffold_16_002726.1 scaffold_16 29413922 29418299 - 380 1 4 3 DF
_chr12_003508.1 chrX 310090522 310093138 - _scaffold_41_000073.1 chrY 237530680 237532685 + Sconica_v3_28668-RA Chr05 72413271 72418506 + Silene_vulgaris_scaffold_9_000936.1 scaffold_9 33507706 33510909 + 381 1 4 1 DF
_chr12_001683.1 chrX 310718547 310721742 + _scaffold_1_002783.1 chrY 458100366 458119158 - Chr05-anno1.g11406.t1 Chr05 72986997 72989665 - Silene_vulgaris_scaffold_3_002821.1 scaffold_3 66941583 66944762 - 382 2 2 2 DF
_chr12_003506.1 chrX 310734793 310742019 - _scaffold_1_001383.1 chrY 458081364 458088587 + Chr05-anno1.g11400.t1 Chr05 72953191 72959283 + Silene_vulgaris_scaffold_3_001478.1 scaffold_3 66931186 66937873 + 383 2 2 2 DF
_chr12_003502.1 chrX 311157000 311159315 - _scaffold_1_002782.1 chrY 458197080 458199043 - Chr05-anno1.g11425.t1 Chr05 73186105 73187709 - Silene_vulgaris_scaffold_3_002820.1 scaffold_3 66957639 66959529 - 384 1 5 9 DF
_chr12_001695.1 chrX 311995130 311996111 + _scaffold_41_000069.1 chrY 236606890 236607989 + Chr05-anno1.g11445.t1 Chr05 73497150 73497800 + Silene_vulgaris_scaffold_3_001501.1 scaffold_3 68216352 68217495 + 385 1 5 9 DF
_chr12_001700.1 chrX 312525406 312529635 + _scaffold_1_001744.1 chrY 134312275 134316557 + Sconica_v3_28765-RA Chr05 73620233 73624606 + Silene_vulgaris_scaffold_3_001508.1 scaffold_3 68680335 68685078 + 386 7 5 9 DF
_chr12_001701.1 chrX 312552300 312557347 + _scaffold_1_001745.1 chrY 134328886 134334578 + Sconica_v3_28766-RA Chr05 73684188 73688624 + Silene_vulgaris_scaffold_3_001509.1 scaffold_3 68764687 68768910 + 387 7 5 9 DF
_chr12_001702.1 chrX 312558319 312561456 + _scaffold_1_001746.1 chrY 134336499 134339135 + Sconica_v3_28767-RA Chr05 73692764 73696130 + Silene_vulgaris_scaffold_3_001510.1 scaffold_3 68774542 68777150 + 388 7 5 9 DF
_chr12_001703.1 chrX 312561594 312564243 + _scaffold_1_001747.1 chrY 134347034 134349344 + FUN_026254-T1 scaffold_5 9442377 9444027 + Silene_vulgaris_scaffold_3_001511.1 scaffold_3 68777452 68779633 + 389 7 1 9 DF
_chr12_001704.1 chrX 312570020 312576400 + _scaffold_1_001748.1 chrY 134445706 134452470 + Chr05-anno1.g11473.t1 Chr05 73721753 73727495 + Silene_vulgaris_scaffold_3_001512.1 scaffold_3 68787924 68794179 + 390 7 1 9 DF
_chr12_001705.1 chrX 312871196 312878851 + _scaffold_1_001749.1 chrY 134941371 134949100 + NA 0 0 0 0 FUN_016936-T1 scaffold_3 69018509 69024548 + 391 7 1 9 DF
_chr12_003490.1 chrX 312879469 312883460 - _scaffold_1_002361.1 chrY 134951205 134952833 - Sconica_v3_28775-RA Chr05 73883446 73887568 - Silene_vulgaris_scaffold_3_002791.1 scaffold_3 69025227 69027327 - 392 7 1 9 DF
_chr12_001709.1 chrX 313240539 313247874 + _scaffold_12_000483.1 chrY 246447516 246454815 - Sconica_v3_30316-RA Chr05 87992857 88000240 - Silene_vulgaris_scaffold_3_002205.1 scaffold_3 90022809 90030381 - 393 7 12 12 DF
_chr12_001710.1 chrX 313253240 313257358 + _scaffold_12_000484.1 chrY 246430895 246434224 - Chr05-anno1.g13026.t1 Chr05 87984435 87988521 - Silene_vulgaris_scaffold_3_002206.1 scaffold_3 90015376 90018933 - 394 7 12 12 DF
_chr12_001711.1 chrX 313383782 313389323 + _scaffold_12_000485.1 chrY 246363906 246374643 - Sconica_v3_30313-RA Chr05 87976446 87982185 - Silene_vulgaris_scaffold_3_002207.1 scaffold_3 89998744 90004603 - 395 7 12 12 DF
_chr12_001713.1 chrX 313429682 313432695 + _scaffold_12_000486.1 chrY 246322068 246325389 - Chr05-anno1.g13024.t1 Chr05 87968543 87971410 - Silene_vulgaris_scaffold_3_002209.1 scaffold_3 89963913 89967012 - 396 7 12 12 DF
_chr12_001714.1 chrX 313436220 313440522 + _scaffold_12_000487.1 chrY 246244571 246249203 - Chr05-anno1.g13023.t1 Chr05 87951299 87954883 + Silene_vulgaris_scaffold_3_002210.1 scaffold_3 89959175 89963152 - 397 7 12 12 DF
_chr12_003488.1 chrX 313461723 313466656 - _scaffold_12_000048.1 chrY 246208295 246213182 + Chr05-anno1.g13022.t1 Chr05 87945012 87949789 + FUN_018519-T1 scaffold_3 89949354 89953498 + 398 7 12 12 DF
_chr12_003487.1 chrX 313496876 313504851 - _scaffold_12_000046.1 chrY 245997238 246002036 + Sconica_v3_30304-RA Chr05 87925638 87929479 + Silene_vulgaris_scaffold_3_002054.1 scaffold_3 89931307 89935565 + 399 7 12 12 DF
_chr12_003486.1 chrX 313530163 313535029 - _scaffold_12_000481.1 chrY 247028262 247033328 - Chr05-anno1.g13017.t1 Chr05 87917609 87920865 + Silene_vulgaris_scaffold_3_002053.1 scaffold_3 89921391 89926536 + 400 4 12 12 DF
_chr12_001716.1 chrX 313546645 313553714 + _scaffold_12_000051.1 chrY 247053101 247060381 + Sconica_v3_30300-RA Chr05 87909399 87913182 - Silene_vulgaris_scaffold_3_002213.1 scaffold_3 89912378 89918206 - 401 4 12 12 DF
_chr12_001717.1 chrX 313901787 313904781 + _scaffold_12_000052.1 chrY 247161810 247164783 + Sconica_v3_30298-RA Chr05 87900394 87903721 - Silene_vulgaris_scaffold_3_002214.1 scaffold_3 89894478 89897557 - 402 4 12 12 DF
_chr12_003480.1 chrX 313905323 313912713 - _scaffold_12_000479.1 chrY 247165359 247172426 - Sconica_v3_30297-RA Chr05 87888580 87899502 + Silene_vulgaris_scaffold_3_002051.1 scaffold_3 89881904 89893740 + 403 4 12 12 DF
_chr12_001718.1 chrX 314106959 314111134 + _scaffold_1_003413.1 chrY 204989 209237 - Chr05-anno2.g74322.t1 Chr05 87874161 87879961 + Silene_vulgaris_scaffold_3_002215.1 scaffold_3 89843199 89847513 - 404 1 12 12 DF
_chr12_001719.1 chrX 314303161 314307957 + _scaffold_1_001789.1 chrY 139035363 139040432 + Sconica_v3_30329-RA Chr05 88065209 88069156 - Silene_vulgaris_scaffold_3_002196.1 scaffold_3 90249760 90254670 - 405 4 3 6 DF
_chr12_001720.1 chrX 314334392 314336393 + _scaffold_1_001790.1 chrY 139098752 139099721 + Chr05-anno1.g13034.t1 Chr05 88059053 88061803 - FUN_018549-T1 scaffold_3 90227741 90229363 - 406 4 3 6 DF
_chr12_003477.1 chrX 314338651 314350706 - _scaffold_1_002330.1 chrY 139184385 139195457 - Sconica_v3_30327-RA Chr05 88045727 88053220 + FUN_018545-T1 scaffold_3 90206608 90214194 + 407 4 3 6 DF
_chr12_003474.1 chrX 314496035 314499437 - _scaffold_1_002327.1 chrY 139461087 139463438 - NA 0 0 0 0 Silene_vulgaris_scaffold_3_002061.1 scaffold_3 90185106 90187859 + 408 4 1 6 DF
_chr12_001724.1 chrX 314598087 314601979 + _scaffold_1_001810.1 chrY 140879751 140892152 + Chr05-anno1.g13030.t1 Chr05 88020042 88023506 - Silene_vulgaris_scaffold_3_002203.1 scaffold_3 90156610 90160186 - 409 2 2 6 DF
_chr12_001726.1 chrX 314722530 314729263 + _scaffold_1_001812.1 chrY 141118684 141140825 + Chr05-anno1.g13029.t1 Chr05 88001674 88010438 - Silene_vulgaris_scaffold_3_002204.1 scaffold_3 90050169 90060952 - 410 2 2 6 DF
_chr12_001728.1 chrX 315232057 315237855 + _scaffold_1_001055.1 chrY 44998526 45004397 + Chr05-long_reads1.PB.2860.1 Chr05 88421203 88425738 - Silene_vulgaris_scaffold_3_001519.1 scaffold_3 69432079 69437166 + 411 3 2 10 DF
_chr12_001729.1 chrX 315244622 315248887 + _scaffold_1_001056.1 chrY 45041469 45046092 + Sconica_v3_30371-RA Chr05 88413497 88416859 - FUN_016954-T1 scaffold_3 69456626 69459906 + 412 3 2 10 DF
_chr12_003462.1 chrX 315260287 315265033 - _scaffold_1_003134.1 chrY 45117697 45123374 - FUN_029089-T1 scaffold_5 55077682 55078812 + Silene_vulgaris_scaffold_3_002788.1 scaffold_3 69478601 69483309 - 413 3 1 10 DF
_chr12_001733.1 chrX 315368650 315372129 + _scaffold_1_000846.1 chrY 7260017 7262183 + NA 0 0 0 0 Silene_vulgaris_scaffold_3_001524.1 scaffold_3 69486042 69489416 + 414 3 1 10 DF
_chr12_003452.1 chrX 315564071 315568147 - _scaffold_1_003366.1 chrY 7443426 7447449 - Sconica_v3_30366-RA Chr05 88337344 88341364 + Silene_vulgaris_scaffold_3_002786.1 scaffold_3 69525980 69530128 - 415 3 9 10 DF
_chr12_003451.1 chrX 315593397 315594866 - _scaffold_1_003365.1 chrY 7485379 7486861 - Sconica_v3_30364-RA Chr05 88331052 88332442 + Silene_vulgaris_scaffold_3_002784.1 scaffold_3 69538927 69540334 - 416 3 9 10 DF
_chr12_001737.1 chrX 315855370 315860304 + _scaffold_1_002308.1 chrY 142838562 142849618 - Sconica_v3_30362-RA Chr05 88323280 88329780 - Silene_vulgaris_scaffold_3_001528.1 scaffold_3 69545447 69550285 + 417 4 9 10 DF
_chr12_003450.1 chrX 315862588 315868673 - _scaffold_1_001835.1 chrY 142820756 142826633 + Chr05-anno1.g13065.t1 Chr05 88320014 88322630 + Silene_vulgaris_scaffold_3_002783.1 scaffold_3 69551887 69557145 - 418 4 9 10 DF
_chr12_003449.1 chrX 315951457 315964387 - _scaffold_1_001834.1 chrY 142743574 142756821 + Chr05-anno2.g74371.t1 Chr05 88295203 88309229 + Silene_vulgaris_scaffold_3_002782.1 scaffold_3 69628963 69642078 - 419 4 9 10 DF
_chr12_003448.1 chrX 316059836 316061577 - _scaffold_1_001833.1 chrY 142678520 142680260 + Sconica_v3_30354-RA Chr05 88286448 88287662 + FUN_016993-T1 scaffold_3 69721900 69723474 - 420 4 9 10 DF
_chr12_003446.1 chrX 316147834 316151029 - _scaffold_1_002344.1 chrY 137703149 137706469 - Chr05-anno1.g13060.t1 Chr05 88274098 88276718 + Silene_vulgaris_scaffold_3_002080.1 scaffold_3 90482453 90485708 + 421 11 9 2 DF
_chr12_003442.1 chrX 316185313 316190448 - _scaffold_1_002341.1 chrY 137813295 137818841 - Sconica_v3_30350-RA Chr05 88265303 88269126 + FUN_018577-T1 scaffold_3 90463863 90466859 + 422 11 9 2 DF
_chr12_001742.1 chrX 316361744 316362259 + _scaffold_1_001774.1 chrY 137981770 137982222 + Chr05-anno1.g13055.t1 Chr05 88245733 88246023 - FUN_002850-T1 scaffold_1 38325897 38327920 + 423 11 9 1 DF
_chr12_001743.1 chrX 316476639 316482000 + _scaffold_1_001775.1 chrY 138161114 138181044 + NA 0 0 0 0 FUN_018573-T1 scaffold_3 90413769 90418931 - 424 11 1 8 DF
_chr12_001744.1 chrX 316482985 316484220 + _scaffold_1_001776.1 chrY 138221008 138221769 + Chr05-anno1.g13053.t1 Chr05 88236818 88237402 - FUN_018572-T1 scaffold_3 90412298 90412942 - 425 11 6 8 DF
_chr12_001745.1 chrX 316528336 316529457 + _scaffold_1_001777.1 chrY 138228444 138229540 + Chr05-anno1.g13052.t1 Chr05 88234361 88234867 - Silene_vulgaris_scaffold_3_002188.1 scaffold_3 90407206 90408301 - 426 11 6 8 DF
_chr12_003438.1 chrX 316532772 316536472 - _scaffold_1_002337.1 chrY 138234829 138238038 - Sconica_v3_30344-RA Chr05 88226777 88229772 + Silene_vulgaris_scaffold_3_002072.1 scaffold_3 90400110 90404170 + 427 11 6 8 DF
_chr12_001746.1 chrX 316543069 316546923 + _scaffold_1_001778.1 chrY 138279506 138294455 + Sconica_v3_30343-RA Chr05 88217340 88223080 - Silene_vulgaris_scaffold_3_002189.1 scaffold_3 90371077 90374916 - 428 11 6 8 DF
_chr12_001748.1 chrX 316758115 316764019 + _scaffold_1_001780.1 chrY 138556239 138562170 + Chr05-anno1.g13047.t1 Chr05 88203062 88206699 - Silene_vulgaris_scaffold_3_002192.1 scaffold_3 90331258 90337569 - 429 11 6 8 DF
_chr12_001749.1 chrX 316789380 316796475 + _scaffold_1_001783.1 chrY 138727532 138734755 + Sconica_v3_30340-RA Chr05 88194722 88201076 - Silene_vulgaris_scaffold_3_002194.1 scaffold_3 90312225 90318272 - 430 11 6 8 DF
_chr12_003432.1 chrX 316806501 316807689 - _scaffold_1_002332.1 chrY 138791004 138792039 - NA 0 0 0 0 Silene_vulgaris_scaffold_3_002067.1 scaffold_3 90277266 90278297 + 431 11 1 8 DF
_chr12_001808.1 chrX 321664100 321669251 + _scaffold_1_001880.1 chrY 154620480 154621084 + Chr05-anno1.g12852.t1 Chr05 86764854 86770827 - Silene_vulgaris_scaffold_3_002321.1 scaffold_3 86287714 86292333 - 432 1 1 1 DF
_chr12_002448.1 chrX 341272058 341279533 + _scaffold_1_000363.1 chrY 355187607 355189555 - NA 0 0 0 0 Silene_vulgaris_scaffold_16_003293.1 scaffold_16 3221184 3227267 - 433 1 1 1 DF
